,isbn10,BibNum,title,subtitle,authors,categories,description,avg_rating,num_pages,num_ratings,best_seller,rank,price,weeks_on_list,publisher,publication_date,Subjects,ItemType,Checkouts_2005,Checkouts_2006,Checkouts_2007,Checkouts_2008,Checkouts_2009,Checkouts_2010,Checkouts_2011,Checkouts_2012,Checkouts_2013,Checkouts_2014,Checkouts_2015,Checkouts_2016,Checkouts_2017
123,0060277408,1897259.0,The Secret Garden Cookbook,Recipes Inspired by Frances Hodgson Burnett's THE SECRET GARDEN,Amy Cotler,Juvenile Nonfiction,"Frances Hodgson Burnett's The Secret Garden delights in the wondrous discoveries of lonely Mary Lennox as she slowly helps bring an abandoned garden back to life. It also delights in good food and a robust appetite, and the health and strength they can bring. Written at a time when many children were going hungry and even starving, Burnett's beloved story celebrates the magic of fresh air, new milk, homemade currant buns, and hearty, simple fare. Inside the pages of this cookbook are recipes for Mary's favorite foods, in and out of the garden, from porridge to roasted potatoes and eggs, all inspired by The Secret Garden and all adapted by chef and culinary historian Amy Coder from traditional Victorian recipes. Ms. Coder has supplemented these simple, wholesome recipes with fascinating tidbits on Victorian foods and Victorian eating customs. The result is a scrumptious tribute to Burnett's classic novel, a fascinating glimpse into the cooking customs of a historical period that is now long past, and a step-by-step guide to making delicious, tasty treats to enjoy in your own secret garden.",4.29,128.0,146.0,0,-1.0,-1.0,-1.0,Festival,3/19/1999,"Cooking English Juvenile literature, Food habits England History 19th century Juvenile literature, Food habits England History Juvenile literature, Literary cookbooks Juvenile literature",jcbk,6.0,8.0,11.0,10.0,15.0,8.0,9.0,3.0,4.0,2.0,1.0,5.0,0.0
124,0451457595,1897493.0,The River's Gift,None,Mercedes Lackey,Fiction,"Fifteen-year-old Ariella spends her days in the forest caring for the animals, but when her father dies and she is threatened with marriage to a cousin she has never seen, a remarkable horselike creature from the woods will reward the girl's compassion with a special gift.",3.8899999999999997,128.0,1039.5,0,-1.0,-1.0,-1.0,Roc Hardcover,10/2/1999,None,acbk,20.0,19.0,14.0,14.0,10.0,10.0,4.0,6.0,7.0,4.0,3.0,2.0,2.0
125,0295976918,1898331.0,Long Day's Journey,The Steamboat & Stagecoach Era in the Northern West,Carlos A. Schwantes,History,"Schwantes gathers historical photos, advertisements, posters, and contemporary accounts to recreate one of the most colorful periods in the American West. 255 illustrations, 40 in color.",4.0,408.0,4.0,0,-1.0,-1.0,-1.0,University of Washington Press,9/1/1999,"Overland journeys to the Pacific, Coaching Transportation Northwestern States History 19th century, Steamboats Northwestern States History 19th century, Frontier and pioneer life Northwestern States, Northwestern States History 19th century",acbk,1.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
126,0380715430,1898910.0,The Mother Tongue,None,Bill Bryson,Language Arts & Disciplines,"With dazzling wit and astonishing insight, Bill Bryson--the acclaimed author of The Lost Continent--brilliantly explores the remarkable history, eccentricities, resilience and sheer fun of the English language. From the first descent of the larynx into the throat (why you can talk but your dog can't), to the fine lost art of swearing, Bryson tells the fascinating, often uproarious story of an inadequate, second-rate tongue of peasants that developed into one of the world's largest growth industries.",3.935,270.0,27580.5,0,-1.0,-1.0,-1.0,William Morrow Paperbacks,9/28/1991,English language History,acbk,24.0,41.0,46.0,48.0,62.0,59.0,46.0,38.0,40.0,47.0,49.0,48.0,24.0
127,0312267177,1902380.0,Catfish and Mandala,A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam,Andrew X. Pham,Biography & Autobiography,A Vietnamese American returns to the land of his birth in a memoir of the consequences of war and the divide that still separates Asian Americans from the dominant culture,3.96,344.0,4680.5,0,-1.0,-1.0,-1.0,Picador USA,9/2/2000,"Pham Andrew X 1967, Pham Andrew X 1967 Travel, Vietnamese Americans Biography",acbk,31.0,46.0,33.0,42.0,58.0,54.0,38.0,35.0,62.0,65.0,49.0,40.0,26.0
128,1880656418,1902500.0,Hayao Miyazaki,"Master of Japanese Animation : Films, Themes, Artistry",Helen McCarthy,Art,"Artist-writer-director-producer Hayao Miyazaki is often called ""the Walt Disney of Japan."" His animated theatrical features have been smash hits in Japan, and many, including My Neighbor Totoro and Kiki's Delivery Service, are already familiar to American audiences. Now, with Disney-Miramax's imminent release of Princess Mononoke,, Miyazaki's masterwork and one of the top-grossing film in all Japanese history, this ""animation master"" is about to take America and the world by storm. Mixing first-hand interview and personal insights with critical evaluations of art, plot, production qualities, and literary themes, McCarthy provides a film-by-film appraisal that examines technique as well as message. She reveals Miyazaki to be not just a master of the art of animation, but a meticulous craftsman who sees his work as a medium for shaping the humanistic and environmental concerns of our times. An overview of the artist and his early career is followed by in-depth examinations of seven major Miyazaki films: Nausicaä of the Valley of Wind, Laputa: Castle in the Sky, Castle of Cagliostro, My Neighbor Totoro, Kiki's Delivery Service, Porco Rosso, and Princess Mononoke. Included are design and technical data, story synopses and character sketches, personnel and filmography data, and critical evaluation. Illustrations throughout, in color and black and white, show the detail and vigor of Miyazaki's art. Written for anime fans as well as students of film, literature, and popular culture, McCarthy's book raises animation criticism to a whole new level and is an essential guide to the work of a world-class filmmaker. London-based Helen McCarthy is author of Anime! A Beginner's Guide to Japanese Animation, The Anime Movie Guide, and (with Jonathan Clements) The Erotic Anime Movie Guide. She appears frequently on radio and TV and at conferences around the world.",3.935,240.0,309.0,0,-1.0,-1.0,-1.0,Stone Bridge Press,9/1/1999,"Miyazaki Hayao 1941 Themes motives, Animated films Japan Themes motives",acbk,11.0,13.0,6.0,4.0,8.0,6.0,8.0,7.0,8.0,7.0,0.0,0.0,0.0
129,0140285970,1902833.0,Shadows and Wind,A View of Modern Vietnam,Robert Templer,History,"Examines the problems facing modern Vietnam, a country emerging from its troubled past into a new world marked by conspicuous consumption and a lifestyle of leisure",3.4850000000000003,400.0,101.5,0,-1.0,-1.0,-1.0,Penguin Books,9/1/1999,"Vietnam, Vietnam Description and travel",acbk,3.0,8.0,6.0,9.0,9.0,7.0,1.0,3.0,5.0,1.0,0.0,2.0,1.0
130,1574231006,1916612.0,Thus Spake the Corpse,"An Exquisite Corpse Reader, 1988-1998",Andrei Codrescu/Laura Rosenthal,Poetry,"Andrei Codrescu's infamous anti-literary magazine Exquisite Corpse became a prime site of engaged dialogue in the stormy decade of its existence. Taking its name from Surrealism, the Corpse became the home of rebellion, passion, polemic, black humour, sedition, and all points between the front lines and back alleys of contemporary culture. In this text, Codrescu and Rosenthal resurrect the best essays and poems from Carl Rakosi, James Purdy, Joel Oppenheimer, Robert Creeley, Tom Clark and other members of America's vibrant and eclectic avant-garde.",3.83,417.0,18.0,0,-1.0,-1.0,-1.0,Black Sparrow Press,7/1/1999,None,acbk,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
131,0380815931,1916926.0,In the Beginning...Was the Command Line,None,Neal Stephenson,Computers,"This is ""the Word"" -- one man's word, certainly -- about the art (and artifice) of the state of our computer-centric existence. And considering that the ""one man"" is Neal Stephenson, ""the hacker Hemingway"" (Newsweek) -- acclaimed novelist, pragmatist, seer, nerd-friendly philosopher, and nationally bestselling author of groundbreaking literary works (Snow Crash, Cryptonomicon, etc., etc.) -- the word is well worth hearing. Mostly well-reasoned examination and partial rant, Stephenson's In the Beginning... was the Command Line is a thoughtful, irreverent, hilarious treatise on the cyber-culture past and present; on operating system tyrannies and downloaded popular revolutions; on the Internet, Disney World, Big Bangs, not to mention the meaning of life itself.",3.795,151.0,6628.0,0,-1.0,-1.0,-1.0,William Morrow Paperbacks,11/9/1999,Operating systems Computers,acbk,10.0,24.0,26.0,23.0,17.0,13.0,16.0,21.0,19.0,16.0,8.0,11.0,9.0
132,0395746566,1918841.0,Sector 7,None,David Wiesner,Juvenile Fiction,"While on a school trip to the Empire State Building, a boy is taken by a friendly cloud to visit Sector 7, where he discovers how clouds are shaped and channeled throughout the country.",4.21,48.0,5014.0,0,-1.0,-1.0,-1.0,Clarion Books,9/20/1999,"Empire State Building New York N Y Juvenile fiction, Clouds Juvenile fiction, Stories without words Juvenile fiction",jcbk,65.0,112.0,130.0,126.0,141.0,129.0,129.0,88.0,79.0,55.0,61.0,57.0,54.0
133,0684800284,1923079.0,Every Night Italian,None,Giuliano Hazan,Cooking,"Reveals the secret to preparing quick, flavorful Italian cuisine in recipes for appetizers, antipasto, main entrees, salads, and desserts",3.77,256.0,67.5,0,-1.0,-1.0,-1.0,Scribner,1/12/2000,"Cooking Italian, Quick and easy cooking",acbk,3.0,5.0,4.0,5.0,10.0,13.0,7.0,8.0,10.0,15.0,5.0,9.0,7.0
134,0316831301,1929974.0,Strangers from a Different Shore,A History of Asian Americans Au of...,Ronald Takaki,History,"In an extraordinary blend of narrative history, personal recollection, & oral testimony, the author presents a sweeping history of Asian Americans. He writes of the Chinese who laid tracks for the transcontinental railroad, of plantation laborers in the canefields of Hawaii, of ""picture brides"" marrying strangers in the hope of becoming part of the American dream. He tells stories of Japanese Americans behind the barbed wire of U.S. internment camps during World War II, Hmong refugees tragically unable to adjust to Wisconsin's alien climate & culture, & Asian American students stigmatized by the stereotype of the ""model minority."" This is a powerful & moving work that will resonate for all Americans, who together make up a nation of immigrants from other shores.",4.125,640.0,869.5,0,-1.0,-1.0,-1.0,Back Bay Books,9/23/1998,"Asian Americans History, Asian Americans Social conditions",acbk,7.0,16.0,26.0,17.0,16.0,23.0,19.0,10.0,8.0,0.0,7.0,20.0,11.0
135,0674995740,1931912.0,Fragmenta,None,Plutarcus;Ευριπιδες,Literary Criticism,"One of antiquity's greatest poets, Euripides (ca. 485-406 BCE) has been prized in every age for the pathos, terror, surprising plot twists, and intellectual probing of his dramatic creations. Here, in the third volume of a new edition that is receiving much praise, is the text and translation of three of his plays. Trojan Women, a play about the causes and consequences of war, develops the theme of the tragic unpredictability of life. Iphigenia among the Taurians and Ion exhibit tragic themes and situations (the murder of close relatives). Each ends happily with a joyful reunion. As in the first three volumes of this edition, David Kovacs gives us a freshly edited Greek text and an admired new translation that, in the words of Greece and Rome, is ""close to the Greek and reads fluently and well;"" his introduction to each play and explanatory notes offer readers judicious guidance.",4.0,528.0,28.0,0,-1.0,-1.0,-1.0,Loeb Classical Library,12/1/1999,"Euripides Translations into English, Greek drama Tragedy Translations into English, Hecuba Legendary character Drama, Iphigenia Greek mythology Drama, Ion Greek mythology Drama, Trojan War Drama",acbk,1.0,2.0,4.0,3.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0
136,068483183X,1933116.0,Touched With Fire,None,Kay Redfield Jamison,Psychology,"The definitive work on the profound and surprising links between manic-depression and creativity, from the bestselling psychologist of bipolar disorders who wrote An Unquiet Mind. One of the foremost psychologists in America, “Kay Jamison is plainly among the few who have a profound understanding of the relationship that exists between art and madness” (William Styron). The anguished and volatile intensity associated with the artistic temperament was once thought to be a symptom of genius or eccentricity peculiar to artists, writers, and musicians. Her work, based on her study as a clinical psychologist and researcher in mood disorders, reveals that many artists subject to exalted highs and despairing lows were in fact engaged in a struggle with clinically identifiable manic-depressive illness. Jamison presents proof of the biological foundations of this disease and applies what is known about the illness to the lives and works of some of the world's greatest artists including Lord Byron, Vincent Van Gogh, and Virginia Woolf.",4.015,384.0,4148.0,0,-1.0,-1.0,-1.0,Free Press,10/18/1996,"Manic depressive illness, Artists Mental health, Authors Mental health, Creative ability, Genius and mental illness",acbk,16.0,32.0,31.0,27.0,33.0,41.0,25.0,24.0,28.0,21.0,22.0,28.0,24.0
137,0679413359,1933412.0,The Aeneid,None,Virgil,Poetry,Virgil's poem about the adventures of Aeneas after the fall of Troy,3.835,483.0,180.0,0,-1.0,-1.0,-1.0,Everyman's Library,6/30/1992,"Epic poetry Latin Translations into English, Aeneas Legendary character Poetry, Legends Italy Rome Poetry",acbk,7.0,12.0,7.0,18.0,10.0,10.0,12.0,17.0,15.0,6.0,6.0,2.0,5.0
138,0553258478,1934237.0,Exodus,None,Leon Uris,Eretz Israel,A novel of Israel.,4.34,608.0,84898.5,0,-1.0,-1.0,-1.0,Bantam Books  Inc.,10/1/1986,"Israel History 1948 1967 Fiction, Palestine History 1929 1948 Fiction, Historical fiction",acbk,11.0,26.0,14.0,21.0,25.0,31.0,25.0,20.0,13.0,21.0,10.0,15.0,6.0
139,0679890521,1934461.0,The Trail of Tears,None,Joseph Bruchac/Diana Magnuson,Juvenile Nonfiction,"In 1838, settlers moving west forced the great Cherokee Nation, and their chief John Ross, to leave their home land and travel 1,200 miles to Oklahoma. An epic story of friendship, war, hope, and betrayal.",3.895,48.0,162.5,0,-1.0,-1.0,-1.0,Random House Books for Young Readers,9/21/1999,"Trail of Tears 1838 1839 Juvenile literature, Cherokee Indians History 19th century Juvenile literature, Cherokee Indians Relocation Juvenile literature, Cherokee Indians History Juvenile literature, Indians of North America Southern States History Juvenile literature",jcbk,5.0,14.0,13.0,13.0,12.0,12.0,9.0,12.0,12.0,5.0,6.0,11.0,2.0
140,0306808919,1935979.0,Unsung Heroes of Rock 'n' Roll,The Birth of Rock in the Wild Years Before Elvis,Nick Tosches,Biography & Autobiography,"The author of ""Country"" now offers a paean to a forsaken time of relentless excess, sudden ruin, and fierce music--the days of rock 'n' roll, long before Elvis came on the scene. 42 illustrations.",4.105,288.0,330.5,0,-1.0,-1.0,-1.0,Da Capo Press,5/7/1999,"Rock musicians United States Biography, Rock music United States History and criticism",acbk,1.0,2.0,3.0,3.0,2.0,5.0,6.0,2.0,9.0,5.0,5.0,2.0,0.0
