,isbn10,isbn13,title,authors,edition,binding,publisher,publish_year
182,0307476073,9780307476074,"Cheryl Strayed Collection 3 Books Set (Brave Enough [Hardcover], Tiny Beautiful Things,Wild)",Cheryl Strayed,1,Paperback,Atlantic Books,2017
183,0545540607,9780545540605,"Raina Telgemeier Collection 5 Books Set (Sisters, Drama, Smile, Ghosts, Guts)",Raina Telgemeier,1,Paperback,Scholastic Book,2019
184,0316067601,9780316067607,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell; Patrick Robinson,1st,Paperback,Back Bay Books,2008
185,0316175862,9780316175869,Bossypants,"Fey, Tina",1st,Kindle Edition,Reagan Arthur Books,2011
186,1423128192,9781423128199,"The Atlantis Complex (Artemis Fowl, Book 7)","Colfer, Eoin",1,Hardcover,Hyperion Book CH,2010
187,1442416920,9781442416925,"Cassandra Clare The Mortal Instruments A Shadowhunters 7 Books Collection Set (Bones, Ashes, Glass, Fallen Angels, Lost Souls, Heavenly Fire + The Shadowhunter's Codex)",Cassandra Clare,27th ed.,Paperback,Walker Books,2019
188,1449462278,9781449462277,"Big Nate: Thunka, Thunka, Thunka (Volume 14)","Peirce, Lincoln",Illustrated,Paperback,Andrews McMeel Publishing,2016
189,0544609719,9780544609716,The Whole30: The 30-Day Guide to Total Health and Food Freedom,"Hartwig Urban, Melissa; Hartwig, Dallas",1st Edition,Hardcover,Houghton Mifflin Harcourt,2015
190,081298160X,9780812981605,"Mind Hacking, The Power of Habit, Smarter Faster Better 3 Books Collection Set",Sir John Hargrave; Charles Duhigg,Random House Trade Paperback Edition,Paperback,Gallery Books/Random House Books,2022
191,0718077296,9780718077297,"Same Kind of Different As Me Movie Edition: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together","Hall, Ron; Moore, Denver",Revised ed.,Paperback,Thomas Nelson,2017
192,0061555274,9780061555275,The Last Hope (Warriors: Omen of the Stars No. 6),"Hunter, Erin",Illustrated,Hardcover,HarperCollins,2012
193,1338216236,9781338216233,Captain Underpants and the Wrath of the Wicked Wedgie Woman: Color Edition (Captain Underpants #5): Color Edition,"Pilkey, Dav",Color,Hardcover,Scholastic Inc.,2017
194,037589988X,9780375899881,Wonder,R.J Palacio,2,Paperback,Corgi Childrens,20120214
195,1423155149,9781423155140,"The Blood of Olympus (The Heroes of Olympus, Book 5)","Riordan, Rick",,Kindle Edition,Disney Hyperion,2014
196,0345803493,9780345803498,Fifty Shades Darker,E L James,Reprint,Paperback,Vintage,2012
197,0062111116,9780062111111,Big Nate Blasts Off,"Peirce, Lincoln",Illustrated,Hardcover,Balzer + Bray,2016
198,1481421840,9781481421843,Dork Diaries 8: Tales from a Not-So-Happily Ever After (8),"Russell, Rachel Renée",,Hardcover,Aladdin,2014
199,038549081X,9780385490818,The Handmaid's Tale,"Atwood, Margaret",1st Anchor Books,Paperback,Knopf Doubleday Publishing Group,1998
200,1594746036,9781594746031,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),"Riggs, Ransom",Illustrated,Paperback,Quirk Books,2013
201,0061555223,9780061555220,"The Forgotten Warrior: Warriors- Omen of the Stars, No. 5","Hunter, Erin",Illustrated,Hardcover,HarperCollins,2011
202,0061906220,9780061906220,Pete the Cat: I Love My White Shoes,Eric Litwin,Illustrated,Hardcover,HarperCollins,2010
203,1582406197,9781582406190,"The Walking Dead: A Continuing Story of Survival Horror, Book 1",Robert Kirkman,1st,Hardcover,Image Comics,2006
204,0399155341,9780399155345,The Help,"Stockett, Kathryn",,Hardcover,G.P. Putnam's Sons,2009
205,0439813786,9780439813785,The Invention of Hugo Cabret,"Selznick, Brian",1st,Hardcover,Scholastic Press,2007
206,0761187480,9780761187486,"Cribsheet, What to Expect When Youre Expecting, What to Expect The 1st Year, First Time Parent 4 Books Collection Set",Emily Oster; Heidi Murkoff; Lucy Atkins,5,Paperback,Souvenir Press/Simon & Schuster UK/Collins,2019
207,0761147632,9780761147633,Gallop!: A Scanimation Picture Book,"Seder, Rufus Butler",,Board book,Workman Publishing Company,2007
208,0761147632,9780761147633,Gallop!: A Scanimation Picture Book,"Seder, Rufus Butler",,Board book,Workman Publishing Company,2007
209,1484709888,9781484709887,The Crown of Ptolemy (Percy Jackson & Kane Chronicles Crossover (Demigods and Magicians) Book 3),"Riordan, Rick",,Kindle Edition,Disney Hyperion,2015
210,0439023483,9780439023481,The Hunger Games,"Collins, Suzanne",1,Hardcover,Scholastic Press,2008
211,1338236571,9781338236576,"Dog Man Series 7 Books Collection Set By Dav Pilkey (Dog Man, Unleashed, A Tale of Two Kitties, Dog Man and Cat Kid, Lord of the Fleas, Brawl of the Wild [Hardcover], For Whom the Ball Rolls [Hardcove",Dav Pilkey,,Paperback,Scholastic Book,2019
212,0307589382,9780307589385,The Immortal Life of Henrietta Lacks,Rebecca Skloot,1,ePub,Random House Digital Inc.,2010
213,0805448853,9780805448856,The Love Dare,"Kendrick, Stephen; Kendrick, Alex",1st,Paperback,B&H Books,2008
214,1582346186,9781582346182,My Horizontal Life: A Collection of One-Night Stands,"Handler, Chelsea",Later Printing,Paperback,Bloomsbury USA,2005
215,0345803507,9780345803504,Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition),"James, E L",Reprint,Paperback,Vintage,2012
216,1423146735,9781423146735,"The Blood of Olympus (The Heroes of Olympus, 5)","Riordan, Rick",First Edition first Printing,Hardcover,Disney-Hyperion,2014
217,0545298415,9780545298414,"The Dead of Night (The 39 Clues: Cahills vs. Vespers, Book 3)","Lerangis, Peter",Gmc Har/Cr,Hardcover,Scholastic Inc.,2012
218,0062111086,9780062111081,Big Nate Lives It Up,"Peirce, Lincoln",Illustrated,Hardcover,Balzer + Bray,2015
219,1442487674,9781442487673,Dork Diaries 7: Tales from a Not-So-Glam TV Star (7),"Russell, Rachel Renée",7th,Hardcover,Aladdin,2014
220,0307279464,9780307279460,A Walk in the Woods: Rediscovering America on the Appalachian Trail,"Bryson, Bill",2nd,Mass Market Paperback,Anchor,2006
221,0061555185,9780061555183,Sign of the Moon (Warriors: Omen of the Stars #4),"Hunter, Erin",Illustrated,Hardcover,HarperCollins,2011
222,1101905492,9781101905494,A Walk in the Woods (Movie Tie-In): Rediscovering America on the Appalachian Trail,"Bryson, Bill",Media Tie In,Paperback,Broadway Books,2015
223,1524714682,9781524714680,One of Us Is Lying,"McManus, Karen M.",,Hardcover,Delacorte Press,2017
224,0735232148,9780735232143,A Map of Days (Miss Peregrine's Peculiar Children),"Riggs, Ransom",Illustrated,Hardcover,Dutton Books for Young Readers,2018
225,1476746583,9781476746586,All the Light We Cannot See,"Doerr, Anthony",,Hardcover,Scribner,2014
226,0307717836,9780307717832,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),"Bryson, Bill",Reprint,Kindle Edition,Crown,2010
227,006158326X,9780061583261,"The Happiness Project: Or, Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun","Rubin, Gretchen",Reprint,Paperback,Harper Paperbacks,2011
228,0062077015,9780062077011,"Divergent (Divergent Trilogy, Book 1)","Roth, Veronica",Reprint,Kindle Edition,Katherine Tegen Books,2011
229,0762448318,9780762448319,You Are a Badass®: How to Stop Doubting Your Greatness and Start Living an Awesome Life,"Sincero, Jen",1,Kindle Edition,Running Press Adult,2013
230,1594634025,9781594634024,The Girl on the Train,"Hawkins, Paula",Reprint,Paperback,Riverhead Books,2016
231,0545298407,9780545298407,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, Book 2)","Watson, Jude",Gmc Har/Cr,Hardcover,Scholastic Press,2011
232,0399590501,9780399590504,Educated: A Memoir,"Westover, Tara",First Edition,Hardcover,Random House,2018
233,0061555150,9780061555152,Warriors: Omen of the Stars #3: Night Whispers,"Hunter, Erin",Illustrated,Hardcover,HarperCollins,2010
234,0374531269,9780374531263,A Long Way Gone: Memoirs of a Boy Soldier,"Beah, Ishmael",1st,Paperback,Sarah Crichton Books,2008
235,0062209272,9780062209276,"Allegiant (Divergent Trilogy, Book 3)","Roth, Veronica",Reprint,Kindle Edition,Katherine Tegen Books,2013
236,1608198065,9781608198061,Can't We Talk about Something More Pleasant?: A Memoir,"Chast, Roz",Illustrated,Hardcover,Bloomsbury USA,2014
237,0142414123,9780142414125,Three Cups of Tea: One Man's Journey to Change the World... One Child at a Time (Young Reader's Edition),Greg Mortenson; David Oliver Relin,Young Reader's ed.,Paperback,Puffin Books,2009
238,0312606168,9780312606169,Burned: A House of Night Novel,"Cast, P. C.; Cast, Kristin",First,Hardcover,St. Martin's Griffin,2010
239,0316017922,9780316017923,Outliers: The Story of Success,"Gladwell, Malcolm",Illustrated,Hardcover,"Little, Brown and Company",2008
240,1250170974,9781250170972,"Children of Blood and Bone (Legacy of Orisha, 1)","Adeyemi, Tomi",First Edition,Hardcover,Henry Holt and Co. (BYR),2018
241,0143034758,9780143034759,Alexander Hamilton,"Chernow, Ron",Reprint,Paperback,Penguin Books,2005
242,0375714367,9780375714368,Cutting for Stone,"Verghese, Abraham",1st,Paperback,Vintage,2010
243,0307341577,9780307341570,"Gillian Flynn 3 Books Series Collection Set (Gone Girl, Sharp Objects & Dark Places)",Gillian Flynn,,Paperback,W&N,2020
244,0307588378,9780307588371,"Gillian Flynn 3 Books Series Collection Set (Gone Girl, Sharp Objects & Dark Places)",Gillian Flynn,,Paperback,W&N,2020
245,1594746036,9781594746031,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),"Riggs, Ransom",Illustrated,Paperback,Quirk Books,2013
246,0062376330,9780062376336,American Sniper [Movie Tie-in Edition]: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,Illustrated - Media tie-in,Paperback,William Morrow Paperbacks,2014
247,1609580834,9781609580834,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","Schaefer, Valorie",New Rev,Paperback,American Girl,2012
248,0061950726,9780061950728,Orphan Train,Christina Baker Kline,1,Paperback,William Morrow,2013
249,0545298393,9780545298391,"The Medusa Plot (The 39 Clues: Cahills vs. Vespers, Book 1)","Korman, Gordon",Gmc Har/Cr,Hardcover,Scholastic Inc.,2011
250,0062278789,9780062278784,Divergent / Insurgent / Allegiant,"Roth, Veronica",Box Pck Ha,Hardcover,Katherine Tegen Books,2013
251,1607065967,9781607065968,The Walking Dead: Compendium Two,Robert Kirkman,Illustrated,Paperback,Image Comics,2012
252,0062376578,9780062376572,American Sniper [Movie Tie-in Edition]: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Kyle, Chris; McEwen, Scott; DeFelice, Jim",Media tie-in,Mass Market Paperback,Harper,2014
253,1607749769,9781607749769,Women in Science: 50 Fearless Pioneers Who Changed the World,"Ignotofsky, Rachel",Illustrated,Hardcover,Ten Speed Press,2016
254,0451532457,9780451532459,Who Is Michael Jordan? (Who Was?),"Anderson, Kirsten; Who HQ",Illustrated,Paperback,Penguin Workshop,2019
255,0316206644,9780316206648,Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss,aa,17686th,Paperback,Lb Books,1994
256,030745455X,9780307454553,The Girl Who Played with Fire (Millennium Series),Stieg Larsson,1st,Paperback,Vintage Crime/Black Lizard,2010
257,0061996653,9780061996658,Big Nate: In the Zone,"Peirce, Lincoln",Illustrated,Hardcover,HarperCollins,2014
258,1594749310,9781594749315,Library of Souls: The Third Novel of Miss Peregrine's Peculiar Children,"Riggs, Ransom",Illustrated,Paperback,Quirk Books,2017
259,1594749310,9781594749315,Library of Souls: The Third Novel of Miss Peregrine's Peculiar Children,"Riggs, Ransom",Illustrated,Paperback,Quirk Books,2017
260,0143109464,9780143109464,Me Before You (Movie Tie-In): A Novel (Me Before You Trilogy),"Moyes, Jojo",Media tie-in,Paperback,Penguin Books,2016
261,0062872257,9780062872258,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"Vance, J. D.",Reprint,Kindle Edition,Harper Paperbacks,2018
262,0553579908,9780553579901,"A Clash of Kings (A Song of Ice and Fire, Book 2)","Martin, George R. R.",Reissue,Mass Market Paperback,Bantam,2000
263,0698185390,9780698185395,The Girl on the Train: A Novel,"Hawkins, Paula",4,Kindle Edition,Riverhead Books,2015
264,006202406X,9780062024060,Allegiant,Veronica Roth,1st,Hardcover,Katherine Tegen Books,2022
265,1250043220,9781250043221,Wishtree,"Applegate, Katherine",Illustrated,Hardcover,Feiwel & Friends,2017
266,0062238868,9780062238863,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Kyle, Chris; McEwen, Scott; DeFelice, Jim",Reprint,Mass Market Paperback,HarperCollins,2013
267,1442449632,9781442449633,Dork Diaries 6: Tales from a Not-So-Happy Heartbreaker (6),"Russell, Rachel Renée",,Hardcover,Aladdin,2013
268,0810996162,9780810996168,The Wimpy Kid Movie Diary (Diary of a Wimpy Kid),"Kinney, Jeff",Media Tie In,Hardcover,Amulet Books,2010
269,0062316117,9780062316110,Sapiens: A Brief History of Humankind,"Harari, Yuval Noah",Later Printing,Paperback,Harper Perennial,2018
270,1451695195,9781451695199,"What the Dead Are Dying to Teach Us, Map of Heaven and Proof of Heaven 3 Books Collection Set","Eben Alexander; Alexander III, Dr Eben, Ptolemy Tompkins; Claire Broad",1,Paperback,Piatkus/Watkins Publishing/D,2019
271,0307949486,9780307949486,The Girl with the Dragon Tattoo (Millennium Series),"Larsson, Stieg","Media Tie In, Reissue",Mass Market Paperback,Vintage Crime/Black Lizard,2011
272,1449427774,9781449427771,Big Nate: Game On! (Volume 6),"Peirce, Lincoln",Reprint,Paperback,Andrews McMeel Publishing,2013
273,1607066017,9781607066019,"Saga, Vol. 1 (Saga (Comic Series))","Vaughan, Brian K",Illustrated,Paperback,Image Comics,2012
274,1607066017,9781607066019,"Saga, Vol. 1 (Saga (Comic Series))","Vaughan, Brian K",Illustrated,Paperback,Image Comics,2012
275,0062089447,9780062089441,The Night Before Christmas,"Moore, Clement C",1,Hardcover,HarperCollins,2020
276,1416971718,9781416971719,Out of My Mind,"Draper, Sharon M.",Reprint,Paperback,Atheneum Books for Young Readers,2012
277,1524741426,9781524741426,Duel at Araluen (Ranger's Apprentice: The Royal Ranger Book 3),"Flanagan, John",2,Kindle Edition,Philomel Books,2019
278,0448455579,9780448455570,Who Was Jackie Robinson?,"Herman, Gail; Who HQ",Illustrated,Paperback,Penguin Workshop,2010
279,0545290597,9780545290593,"Vespers Rising (The 39 Clues, Book 11)",Rick Riordan; Peter Lerangis; Gordon Korman; Jude Watson,Illustrated,Hardcover,Scholastic Press,2011
280,1594745137,9781594745133,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children Book 1),"Riggs, Ransom",1st,Kindle Edition,Quirk Books,2011
281,1604332379,9781604332377,"The Night Before Christmas Hardcover: The Classic Edition, The New York Times Bestseller","Moore, Clement",Classic ed.,Hardcover,Applesauce Press,2011
282,1604332379,9781604332377,"The Night Before Christmas Hardcover: The Classic Edition, The New York Times Bestseller","Moore, Clement",Classic ed.,Hardcover,Applesauce Press,2011
283,031612091X,9780316120913,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition","Fuhrman MD, Joel",Revised,Paperback,"Little, Brown Spark",2011
284,0448478633,9780448478630,Who Is Michelle Obama? (Who Was?),"Stine, Megan; Who HQ",Illustrated,Paperback,Penguin Workshop,2013
285,0448478633,9780448478630,Who Is Michelle Obama? (Who Was?),"Stine, Megan; Who HQ",Illustrated,Paperback,Penguin Workshop,2013
286,0756655293,9780756655297,Lego Star Wars: The Visual Dictionary,Simon Beecroft,Har/Toy,Hardcover,DK CHILDREN,2009
287,1421580365,9781421580364,Tokyo Ghoul Volume 1-14 Collection 14 Books Set,Sui Ishida,,Paperback,Viz LLC,2017
288,0307473473,9780307473479,The Girl with the Dragon Tattoo (Millennium),Stieg Larsson,Reprint,Mass Market Paperback,Vintage,2009
289,0312567480,9780312567484,"Tempted (House of Night, Book 6)","Cast, P. C.; Cast, Kristin",First,Hardcover,St. Martin's Griffin,2009
290,0307887952,9780307887955,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin","Larson, Erik",Twelfth printing,Hardcover,Crown Publishing Group (NY),2011
291,0545880831,9780545880831,Refugee,"Gratz, Alan",,Hardcover,Scholastic Press,2017
292,0399163611,9780399163616,The Tournament at Gorlan (Ranger's Apprentice: The Early Years),"Flanagan, John",First Edition,Hardcover,Philomel Books,2015
293,0316191868,9780316191869,Nevermore: The Final Maximum Ride Adventure,"Patterson, James",1,Kindle Edition,jimmy patterson,2012
294,037571457X,9780375714573,Persepolis: The Story of a Childhood (Pantheon Graphic Library),"Satrapi, Marjane",1st Edition,Paperback,Pantheon,2004
295,0812993543,9780812993547,Between the World and Me,"Coates, Ta-Nehisi",1,Hardcover,One World,2015
296,0143124544,9780143124542,Me Before You (Me Before You Trilogy),"Moyes, Jojo",Reprint,Paperback,Penguin Books,2013
297,0061992259,9780061992254,The One and Only Ivan,"Applegate, Katherine",Illustrated,Hardcover,HarperCollins,2012
298,1594633665,9781594633669,The Girl on the Train,"Hawkins, Paula",First Edition,Hardcover,Riverhead Books,2015
299,0545813875,9780545813877,Kristy's Great Idea: Full-Color Edition (The Baby-Sitters Club Graphix #1),"Martin, Ann M.","Revised, Full Color Edition",Paperback,GRAPHIX,2015
300,030726999X,9780307269997,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,18th,Hardcover,Knopf,2010
301,0307949508,9780307949509,The Girl Who Played with Fire (Millennium Series),"Larsson, Stieg",Illustrated,Mass Market Paperback,Vintage Crime/Black Lizard,2011
302,0316101842,9780316101844,Nevermore: The Final Maximum Ride Adventure (Book 8) (Maximum Ride (8)),"Patterson, James",1,Hardcover,jimmy patterson,2012
303,0448482991,9780448482996,Who Was Mother Teresa?,"Gigliotti, Jim; Who HQ",Illustrated,Paperback,Penguin Workshop,2015
304,0307465357,9780307465351,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich","Ferriss, Timothy","Expanded, Updated ed.",Hardcover,Harmony,2009
305,0762424168,9780762424160,The Night Before Christmas,Clement C. Moore,Anniversary ed.,Hardcover,Running Press Kids,2005
306,1932664084,9781932664089,"Scott Pilgrim, Vol. 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley,Illustrated,Paperback,Oni Press,2004
307,0061996637,9780061996634,Big Nate Flips Out,"Peirce, Lincoln",Illustrated,Hardcover,HarperCollins,2013
308,0547577311,9780547577319,A Long Walk To Water (Turtleback School & Library Binding Edition),"Park, Linda Sue",,Library Binding,Turtleback,2011
309,0062300555,9780062300553,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"Vance, J. D.",Reprint,Paperback,Harper Paperbacks,2018
310,1476738025,9781476738024,A Man Called Ove: A Novel,"Backman, Fredrik",Reprint,Paperback,Washington Square Press,2015
311,1400201659,9781400201655,"Girl Wash Your Face [Hardcover], Stop Apologizing and You Are a Badass 3 Books",Rachel Hollis; Jen Sincero,,Paperback,Thomas Nelson/Harper Collins Publ. USA/John Murray Learning,2019
312,0805093079,9780805093070,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),"O'Reilly, Bill; Dugard, Martin",First,Hardcover,Henry Holt and Co.,2011
313,006211445X,9780062114457,"Insurgent (Divergent Trilogy, Book 2)","Roth, Veronica",Reissue,Kindle Edition,Katherine Tegen Books,2012
314,1592408419,9781592408412,"Dare to Lead, Daring Greatly, Rising Strong 3 Books Collection Set by Brené Brown",Brené Brown,,Paperback,Vermilion/Pe,2019
315,0307433846,9780307433848,The Book Thief,"Zusak, Markus",First,Kindle Edition,Knopf Books for Young Readers,2007
316,140120841X,9781401208417,V for Vendetta,"Moore, Alan",New,Paperback,Vertigo,2008
317,0448483203,9780448483207,Who Was Jesus?,"Morgan, Ellen; Who HQ",Illustrated,Paperback,Penguin Workshop,2015
318,0553418025,9780553418026,The Martian,Andy Weir,Reprint,Paperback,Broadway Books,2014
319,0307886271,9780307886279,Is Everyone Hanging Out Without Me? (And Other Concerns),"Kaling, Mindy",,Paperback,Three Rivers Press,2012
320,006208237X,9780062082374,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Kyle, Chris; McEwen, Scott; DeFelice, Jim",Reprint,Kindle Edition,William Morrow,2012
321,0525478817,9780525478812,The Fault in Our Stars,John Green,1st,Hardcover,Dutton Books,2012
322,0307476154,9780307476159,The Girl Who Played with Fire,"Larsson, Steig; Translated from the Swedish by Keeland, Reg",,Paperback,Vintage Crime,2010
323,1442449616,9781442449619,Dork Diaries 5: Tales from a Not-So-Smart Miss Know-It-All (5),"Russell, Rachel Renée",Tales from a Not-So-Smart Miss Know-It-All,Hardcover,Aladdin,2012
324,0807047414,9780807047415,"White Fragility, Me and White Supremacy [Hardcover], Natives Race and Class in the Ruins of Empire 3 Books Collection Set",Robin DiAngelo; Layla Saad; Akala,,Paperback,Penguin/Quercus/Two Roads,2021
325,1501106481,9781501106484,The Light Between Oceans: A Novel,"Stedman, M.L.",Media Tie-In,Paperback,Scribner,2016
326,1101934859,9781101934852,Auggie & Me: Three Wonder Stories,"Palacio, R. J.",Illustrated,Hardcover,Knopf Books for Young Readers,2015
327,031603620X,9780316036207,"Angel: A Maximum Ride Novel (Maximum Ride, 7)","Patterson, James",1,Hardcover,jimmy patterson,2011
328,0545285046,9780545285049,The 39 Clues: The Black Book of Buried Secrets,Mallory Kass,Illustrated,Hardcover,Scholastic Inc.,2010
329,0545935172,9780545935173,"Dog Man Series 7 Books Collection Set By Dav Pilkey (Dog Man, Unleashed, A Tale of Two Kitties, Dog Man and Cat Kid, Lord of the Fleas, Brawl of the Wild [Hardcover], For Whom the Ball Rolls [Hardcove",Dav Pilkey,,Paperback,Scholastic Book,2019
330,0307931471,9780307931474,Escape from Mr. Lemoncello's Library,"Grabenstein, Chris",Reprint,Paperback,Yearling,2014
331,0399256180,9780399256189,Ranger’s Apprentice: The Lost Stories,"Flanagan, John",First Edition,Hardcover,Philomel Books,2011
332,1451648650,9781451648652,The 17 Day Diet; A Doctor's Plan Designed for Rapid Results,1,,Unknown Binding,Simon & Schuster,2010
333,0312379838,9780312379834,"Untamed (House of Night, Book 4)","Cast, P. C.; Cast, Kristin",First,Paperback,St. Martin's Griffin,2008
334,1421585642,9781421585642,"One-Punch Man, Vol. 1 (1)",ONE,Illustrated,Paperback,VIZ Media LLC,2015
335,1429996870,9781429996877,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),"O'Reilly, Bill; Dugard, Martin",Reprint,Kindle Edition,Henry Holt and Co.,2011
336,0062316109,9780062316103,Sapiens: A Brief History of Humankind,"Harari, Yuval Noah",Illustrated,Kindle Edition,Harper,2015
337,0812550706,9780812550702,Ender's Game (The Ender Quintet),"Card, Orson Scott",Revised Edition,Mass Market Paperback,Tor Science Fiction,1994
338,0062797158,9780062797155,"Cilka's Journey, The Librarian of Auschwitz, The Tattooist of Auschwitz 3 Books Collection Set",Heather Morris; Antonio Iturbe,,Paperback,Zaffre/Ebury Press,2019
339,1455570249,9781455570249,Make Your Bed [Hardcover] and Afraid to Hope 2 Books Collection Set,William H. McRaven; Rick Rigsby,2,Paperback,Grand Central Publishing/Insight Publishing Group Book,2019
340,0735219095,9780735219090,Where the Crawdads Sing,"Owens, Delia",Later Printing,Hardcover,G.P. Putnam's Sons,2018
341,1603093001,9781603093002,March: Book One,John Lewis; Andrew Aydin,1st,Paperback,Top Shelf Productions,2013
342,1932664122,9781932664126,"Scott Pilgrim, Vol. 2: Scott Pilgrim vs. the World",Bryan Lee O'Malley,Illustrated,Paperback,Oni Press,2005
343,1400049628,9781400049622,The Zombie Survival Guide: Complete Protection from the Living Dead,"Brooks, Max",Illustrated,Paperback,Del Rey,2003
344,0385523394,9780385523394,Orange Is the New Black: My Year in a Women's Prison,"Kerman, Piper",,Paperback,Random House,2011
345,1338344056,9781338344059,The Hidden Kingdom (Wings of Fire Graphic Novel #3): A Graphix Book,"Sutherland, Tui T.",Illustrated,Paperback,Graphix,2019
346,0545060508,9780545060509,Into the Gauntlet (The 39 Clues),"Peterson Haddix, Margaret; Haddix, Margaret Peterson",Illustrated,Hardcover,Scholastic Inc.,2010
347,1442449624,9781442449626,Dork Diaries 5: Tales from a Not-So-Smart Miss Know-It-All,"Russell, Rachel Renée",5,Kindle Edition,Aladdin,2012
348,159514188X,9781595141880,Thirteen Reasons Why,Jay Asher,1st,Paperback,Razorbill,2011
349,149262246X,9781492622468,This Is Where It Ends,"Nijkamp, Marieke",1,Hardcover,Sourcebooks Fire,2016
350,0062392174,9780062392176,The Crown (The Selection),"Cass, Kiera",First Edition,Hardcover,HarperTeen,2016
351,1451681755,9781451681758,The Light Between Oceans,"Stedman, M.L.",Reprint,Paperback,Scribner,2013
352,0399250573,9780399250576,Scorpia Rising (Alex Rider),"Horowitz, Anthony",1st Edition,Hardcover,Philomel Books,2011
353,1434768511,9781434768513,Crazy Love: Overwhelmed by a Relentless God,Francis Chan; Danae Yankoski,1st edition,Paperback,David C. Cook,2008
354,1612130593,9781612130590,"Fifty Shades Darker (Fifty Shades, Book 2)","James, E L",Reprint,Kindle Edition,Vintage,2011
355,1250076226,9781250076229,Being Mortal: Medicine and What Matters in the End,"Gawande, Atul",Reprint,Paperback,Picador,2017
356,0399255001,9780399255007,The Emperor of Nihon-Ja: Book 10 (Ranger's Apprentice),"Flanagan, John",1,Hardcover,Philomel Books,2011
357,0399255001,9780399255007,The Emperor of Nihon-Ja: Book 10 (Ranger's Apprentice),"Flanagan, John",1,Hardcover,Philomel Books,2011
358,0316044695,9780316044691,Lone Survivor: The Eyewitness Account Of Operation Redwing And The Lost Heroes Of Seal Team 10,Marcus Luttrell,Reprint,Mass Market Paperback,"Little, Brown And Company",2009
359,1466850604,9781466850606,The Nightingale: A Novel,"Hannah, Kristin",2,Kindle Edition,St. Martin's Press,2015
360,030758836X,9780307588364,Gone Girl,"Flynn, Gillian",1st,Hardcover,Ballantine Books,2012
361,0062345214,9780062345219,Four: A Divergent Collection,Veronica Roth,1st,Hardcover,Katherine Tegen Books,2014
362,1594744769,9781594744761,Miss Peregrine's Home for Peculiar Children,"Riggs, Ransom",1st,Hardcover,Quirk Books,2011
363,0062125915,9780062125910,"Pretty Little Secrets, Book 1","Shepard, Sara",1,Hardcover,HarperTeen,2012
364,0060731338,9780060731335,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (P.S.),"Levitt, Steven D.",Original,Paperback,William Morrow Paperbacks,2009
365,1449486797,9781449486792,The Sun and Her Flowers,Rupi Kaur,Illustrated,Paperback,Andrews McMeel Publishing,2017
366,0307279189,9780307279187,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","McDougall, Christopher",Reprint,Paperback,Vintage,2011
367,0393338827,9780393338829,The Big Short: Inside the Doomsday Machine,"Lewis, Michael",Reprint,Paperback,W. W. Norton & Company,2011
368,0393609391,9780393609394,Astrophysics for People in a Hurry,"deGrasse Tyson, Neil",1,Hardcover,W. W. Norton & Company,2017
369,142311339X,9781423113393,"The Lost Hero (Heroes of Olympus, Book 1)","Riordan, Rick",1st,Hardcover,Disney-Hyperion,2010
370,0316322423,9780316322423,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,"Yousafzai, Malala",Illustrated,Paperback,Back Bay Books,2015
371,0062300547,9780062300546,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"Vance, J. D.",Reprint Ed.,Hardcover,Harper,2016
